ID,UNIDADE,CONVENIADA,MUNICIPIO,PROGRAMA,AÇÃO,OBJETO,NUMERO,INI,FIM,VL.CONVENIO,VL.CONTRAPARTE;
11,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ARAPUTANGA,ARAPUTANGA,REPASSE DE RECURSOS FINANCEIROS PARA PAGAMENTO DE 08 (OITO) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL,398,2220,0122-2016,16/06/2016,31/12/2016,120000,0;
12,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ARENÁPOLIS,ARENÁPOLIS,PAGAMENTO PARA 04 (QUATRO) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL 35 (TRINTA E CINCO) ALUNOS NO ANO LETIVO DE 2015 NA APAE DE ARENÁPOLIS/MT,340,4380,076/2015,08/07/2015,31/12/2015,46200,0;
13,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ARENÁPOLIS,ARENÁPOLIS,SOLICITAÇÃO DE CONVÊNIO PARA OBTENÇÃO DE RECURSOS PARA PAGAMENTO DE 03 (TRÊS) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL NO ANO LETIVO DE 2016 NA ESCOLA ESPECIAL ROSA DE SARON - APAE DE ARENÁPOLIS/MT.,398,2220,0216-2016,02/09/2016,01/03/2017,52500,0;
14,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ARIPUANÃ,ARIPUANÃ,Repasse para pagamento de 05 (cinco) profissionais do Centro de Ensino Especial Despertar - CEED para atendimento de 35 (trinta e cinco) alunos com necessidades especiais.,340,4380,049/2015,11/05/2015,31/12/2015,46200,0;
15,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ARIPUANÃ,ARIPUANÃ,Pagamento de 05 (cinco) profissionais do Centro de Ensino Especial Despertar - CEED para atendimento de 43 (quarenta e três) alunos com deficiência da APAE de ARIPUANÃ.,398,2220,0734-2016,09/09/2016,28/02/2017,64500,0;
16,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BARRA DO GARÇAS,BARRA DO GARÇAS,Repasse para pagamento de profissionais  visando atender 60 (sessenta) alunos matriculados,340,4380,001/2015,07/05/2015,31/12/2015,79200,0;
17,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BARRA DO GARÇAS,BARRA DO GARÇAS,Pagamentos de 07 (sete) profissionais que atendem 60 ( sessenta) alunos da APAE de Barra do Garças.,398,2220,0081-2016,02/09/2016,31/12/2016,90000,0;
18,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BARRA DOS BUGRES,BARRA DO BUGRES,Convênio para obtenção de recursos financeiros para pagamento de 08 (oito) profissionais da Educação Especial para o ano de 2015.,340,4380,024/2015,04/05/2015,31/12/2015,176880,0;
19,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BARRA DOS BUGRES,BARRA DO BUGRES,RECURSOS FINANCEIROS PARA PAGAMENTO DE 08 (OITO) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL PARA O ANO DE 2016.,398,2220,0097-2016,24/05/2016,31/12/2016,210000,0;
20,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CÁCERES,CÁCERES,Obtenção de recursos para a contratação de 9 profissionais durante o ano letivo de 2015 para atender os alunos com deficiência intelectual e múltipla matriculados na Escola Especial Frei Gumaru - APAE de Cáceres.,340,4380,025/2015,07/05/2015,31/12/2015,81840,0;
21,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CÁCERES,CÁCERES,Pagamento de 09 (nove) profissionais durante o ano letivo de 2016 para atender os alunos com deficiência intelectual e múltipla matriculados na Escola Especial Frei Gumaru - APAE de Cáceres.,398,2220,0124-2016,07/06/2016,01/03/2017,105000,0;
22,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPO NOVO DO PARECIS,CAMPO NOVO DO PARECIS,Auxiliar no pagamento de 06 (seis) profissionais que atuam na Educação Especial no atendimento de 65 (sessenta e cinco) alunos com Deficiência Intelectual e Múltipla na Escola Especial Bem-Me-Quer da APAE de Campo Novo do Parecis.,340,4380,044/2015,21/05/2015,31/12/2015,85800,0;
23,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPO NOVO DO PARECIS,CAMPO NOVO DO PARECIS,Auxiliar no pagamento de 06 (seis) profissionais que atuam na Educação Especial no atendimento de 65 (sessenta e cinco) alunos com Deficiência Intelectual e Múltipla na Escola Especial Bem-Me-Quer da APAE de Campo Novo do Parecis-MT.,398,2220,0108-2016,20/05/2016,31/12/2016,97500,0;
24,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPO VERDE,CAMPO VERDE,Pagamento de 11(onze) profissionais da Educação Especial para atender 90 (noventa) alunos com necessidades especiais matriculados na Apae de Campo Verde -MT.,340,4380,043/2015,25/05/2015,30/12/2015,118800,0;
25,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPO VERDE,CAMPO VERDE,Pagamento de (15) quinze profissionais da educação especial para atender alunos com deficiências matriculados na Apae de Campo Verde -MT.,398,2220,0214-2016,25/07/2016,30/12/2016,135000,0;
26,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CANARANA,CANARANA,Repasse financeiro para pagamento de profissionais que atuarão na Educação Especial durante o ano letivo de 2015 para atendimento de 64 alunos matriculados na APAE de Canarana - MT.,340,4380,033/2015,05/06/2015,31/12/2015,84480,0;
27,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CANARANA,CANARANA,Pagamento de 03 (três) profissionais da Educação Especial durante o ano de 2016 para atendimento de alunos matriculados na APAE de Canarana.,398,2220,0148-2016,23/05/2016,31/12/2016,96000,0;
28,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE COLÍDER,COLIDER,PAGAMENTO DE 07 (SETE) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL DA APAE DE COLÍDER - MT.,340,4380,075/2015,05/08/2015,31/12/2015,80520,0;
29,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE COLÍDER,COLIDER,PAGAMENTO DE 07 (SETE) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL DA APAE DE COLIDER-MT,398,2220,0170-2016,28/10/2016,01/03/2017,91500,0;
30,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE COMODORO,COMODORO,Recursos financeiros para pagamento de profissionais da educação especial,340,4380,032/2015,07/05/2015,31/12/2015,52800,0;
31,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE COMODORO,COMODORO,Pagamento de 05 (cinco) profissionais da educação especial da APAE de Comodoro.,398,2220,0119-2016,22/08/2016,31/12/2016,60000,0;
32,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CUIABÁ,CUIABÁ,REPASSE DE RECURSOS FINANCEIROS PARA PAGAMENTO DE 10 (DEZ) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL.,340,4380,002/2015,08/05/2015,31/12/2015,171600,0;
33,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CUIABÁ,CUIABÁ,REPASSE DE RECURSOS FINANCEIROS PARA PAGAMENTOS DE 10 (DEZ) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL,398,2220,0173-2016,23/05/2016,31/12/2016,195000,0;
34,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE DENISE,DENISE,REPASSE FINANCEIRO PARA PAGAMENTO DE 05(CINCO) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL.,340,4380,026/2015,19/05/2015,31/12/2015,47520,0;
35,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE DENISE,DENISE,PAGAMENTO DE 05 (CINCO) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL NA ESCOLA ESPECIAL CASINHA FELIZ APAE DE DENISE-MT,398,2220,0169-2016,15/06/2016,31/12/2016,51000,0;
36,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE GUARANTÃ DO NORTE,GUARANTÃ DO NORTE,PAGAMENTO DE PROFISSIONAIS QUE FAZEM O ATENDIMENTO DE 61 (SESSENTA E UM) ALUNOS COM NECESSIDADES EDUCACIONAIS ESPECIAIS NA APAE DE GUARANTÃ DO NORTE.,340,4380,080/2015,10/06/2015,31/12/2015,80520,0;
37,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE GUARANTÃ DO NORTE,GUARANTÃ DO NORTE,Pagamento de 06 (seis) profissionais da Educação Especial para o atendimento de 61 (sessenta e um) alunos com deficiências.,398,2220,0107-2016,08/06/2016,31/12/2016,91500,0;
38,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ITAÚBA,ITAÚBA,REPASSE DE RECURSOS FINANCEIROS PARA PAGAMENTO DE 04 (QUATRO) PROFISSIONAIS QUE ATENDEM OS ALUNOS DA ESCOLA ESPECIAL CRISTO PRINCIPE DA PAZ - APAE DE ITAÚBA.,340,4380,030/2015,07/05/2015,31/12/2015,60720,0;
39,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ITAÚBA,ITAÚBA,REPASSE DE RECURSOS FINANCEIROS PARA PAGAMENTO DE 04 (QUATRO) PROFISSIONAIS PARA O ATENDIMENTO DE 50 (CINQUENTA) ALUNOS QUE FREQUENTAM A ESCOLA ESPECIAL CRISTO PRINCIPE DA PAZ - APAE DE ITAÚBA,398,2220,0145-2016,02/09/2016,31/12/2016,75000,0;
40,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE JAURU,JAURU,ATENDIMENTO EDUCACIONAL DE 36 ALUNOS DA ESCOLA ESPECIAL JUVENAL GONSALVES NEVES - APAE-JAURU,340,4380,015/2015,15/06/2015,31/12/2015,47520,0;
41,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LUCAS RIO VERDE,LUCAS DO RIO VERDE,Repasse de recursos financeiros para pagamento de 22 (vinte e dois) profissionais que atendem 110 (cento e dez) alunos da Educação Especial na Escola Especial Renascer de Lucas do Rio Verde - MT.,340,4380,054/2015,04/05/2015,31/12/2015,145200,0;
42,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LUCAS RIO VERDE,LUCAS DO RIO VERDE,Repasse de Recursos financeiros para pagamento de 30 (trinta) profissionais da Educação Especial no atendimento a 110 (cento e dez) alunos com Deficiência Intelectual e Múltipla matriculados na Escola Especial Renascer da APAE de Lucas do Rio Verde-MT.,398,2220,0133-2016,01/06/2016,31/12/2016,165000,0;
43,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MARCELÂNDIA,MARCELÂNDIA,Pagamento de 07 (sete) profissionais para o atendimento na área de Educação Especial à 38 (trinta e oito) alunos da Escola Especial Renascer - Apae de Marcelândia - MT.,340,4380,082/2015,26/06/2015,31/12/2015,50160,0;
44,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MARCELÂNDIA,MARCELÂNDIA,PAGAMENTO DE 07 (SETE) PROFISSIONAIS PARA O ATENDIMENTO NA ÀREA DE EDUCAÇÃO ESPECIAL À 44 (QUARENTA E QUATRO) ALUNOS DA ESCOLA ESPECIAL RENASCER DA APAE DE MARCELÂNDIA.,398,2220,0372-2016,13/09/2016,01/03/2017,66000,0;
45,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MATUPÁ,MATUPÁ,Repasse de Recursos Financeiros para pagamento de 06 (seis) profissionais do atendimento educacional especializado na Escola Especial Renovação - APAE de Matupá.,398,2220,0135-2016,23/05/2016,31/12/2016,102000,0;
46,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MATUPÁ,MATUPÁ,Repasse de recursos financeiros para pagamento de 06 (seis) profissionais do atendimento educacional especializado da Escola Especial Renovação - APAE de Matupá.,340,4380,021/2015,13/05/2015,31/12/2015,89760,0;
47,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MIRASSOL D OESTE,MIRASSOL D`OESTE,PAGAMENTO DE CINCO PROFISSIONAIS DA EDUCAÇÃO ESPECIAL NA ESCOLA ESPECIAL CRIANÇA ESPERANÇA MANTIDA PELA APAE DE MIRASSOL D´OESTE.,398,2220,0013-2016,03/06/2016,31/12/2016,121875,0;
48,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MIRASSOL D´OESTE,MIRASSOL D`OESTE,PAGAMENTO DE CINCO PROFISSIONAIS DO ATENDIMENTO EDUCACIONAL ESPECIALIZADO NA ESCOLA ESPECIAL MANTIDA PELA APAE DE MIRASSOL D´OESTE.,340,4380,004/2015,27/05/2015,31/12/2015,79200,0;
49,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOBRES,NOBRES,PAGAMENTO DE 03(TRÊS) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL NA APAE DE NOBRES.,398,2220,0011-2016,08/06/2016,14/04/2017,63000,0;
50,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOBRES,NOBRES,PAGAMENTO DE 03 (TRÊS) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL,340,4380,070/2015,17/07/2015,31/12/2015,58080,0;
51,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NORTELÂNDIA,NORTELANDIA,PAGAMENTO DE 04 PROFISSIONAIS DA EDUCAÇÃO ESPECIAL NO ANO LETIVO DE 2015,340,4380,017/2015,08/05/2015,31/12/2015,51480,0;
52,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NORTELÂNDIA,NORTELANDIA,PAGAMENTO DE 04 (QUATRO) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL NA APAE DE NORTELÂNDIA NO ANO LETIVO DE 2016.,398,2220,0120-2016,20/09/2016,31/12/2016,64500,0;
53,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOSSA SENHORA DO LIVRAMENTO,NOSSA SENHORA DO LIVRAMENTO,Solicita repasse de recursos financeiros para pagamento de 10 (dez) profissionais que desenvolvem programas de Educação Especial para atendimento de 52 (cinquenta e dois) alunos na APAE de Nossa Senhora do Livramento.,340,4380,099/2015,30/07/2015,31/12/2015,68640,0;
54,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOSSA SENHORA DO LIVRAMENTO,NOSSA SENHORA DO LIVRAMENTO,Pagamento de 05 (cinco) profissionais que desenvolvem programas de Educação Especial para atendimento de 52 (cinquenta e dois) alunos na APAE de Nossa Senhora do Livramento.,398,2220,0895-2016,21/10/2016,31/12/2016,78000,0;
55,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA CANAÃ DO NORTE,NOVA CANAÃ DO NORTE,GARANTIR O PAGAMENTO A 05 (CINCO) PROFISSIONAIS QUE PRESTAM ATENDIMENTO EDUCACIONAL ESPECIALIZADO AOS ALUNOS DA APAE DE CANAÃ DO NORTE,340,4380,029/2015,18/06/2015,31/12/2015,56760,0;
56,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA CANAÃ DO NORTE,NOVA CANAÃ DO NORTE,Pagamento dos 05 (cinco) profissionais que prestam atendimento educacional aos alunos com deficiência na Escola Especial à Serviço da Vida mantida pela APAE de Nova Canaã do Norte/MT.,398,2220,0079-2016,09/06/2016,02/03/2017,64500,0;
57,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA GUARITA,NOVA GUARITA,PAGAMENTO DE 03 (TRÊS) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL,340,4380,016/2015,14/05/2015,31/12/2015,52800,0;
58,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA GUARITA,NOVA GUARITA,PAGAMENTO DE 03 (TRÊS) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL,398,2220,0103-2016,23/05/2016,31/12/2016,60000,0;
59,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA MONTE VERDE,NOVA MONTE VERDE,RECURSOS DESTINADOS AO PAGAMENTO DE PROFISSIONAIS PARA ATENDIMENTO A 60 (SESSENTA) ALUNOS COM NECESSIDADES ESPECIAIS .,340,4380,006/2015,04/05/2015,31/12/2015,79200,0;
60,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA MONTE VERDE,NOVA MONTE VERDE,PAGAMENTO DE 02 (DOIS) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL PARA ATENDIMENTO A 60 (SESSENTA) ALUNOS COM DEFICIÊNCIAS.,398,2220,0071-2016,23/05/2016,31/12/2016,90000,0;
61,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA MUTUM,NOVA MUTUM,Atendimento Educacional à 55 (cinquenta e cinco) alunos com necessidades especiais da APAE de Nova Mutum,398,2220,0012-2016,24/11/2016,01/03/2017,82500,0;
62,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA MUTUM,NOVA MUTUM,Pagamento de 09 (nove) profissionais que prestam atendimento educacional especializado à 50 (cinquenta) alunos com necessidades especiais da APAE - Escola Especial Sonho e Esperança.,340,4380,047/2015,16/06/2015,31/12/2015,66000,0;
63,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA XAVANTINA,NOVA XAVANTINA,Repasse financeiro para pagamento de 10 (dez) profissionais especializados para o desempenho das funções junto a 65 (sessenta e cinco) alunos especiais.,340,4380,066/2015,13/07/2015,31/12/2015,85800,0;
64,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA XAVANTINA,NOVA XAVANTINA,REPASSE FINANCEIRO PARA PAGAMENTO DE 10 (DEZ) PROFISSIONAIS ESPECIALIZADOS PARA O DESENVOLVIMENTO DAS FUNÇÕES JUNTO A 65 (SESSENTA E CINCO) ESPECIAIS.,398,2220,0554-2016,31/08/2016,01/03/2017,97500,0;
65,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PARANATINGA,PARANATINGA,PAGAMENTO DE 04(QUATRO) PROFISSIONAIS QUE ATENDEM ALUNOS DA EDUCAÇÃO ESPECIAL.,340,4380,027/2015,08/07/2015,31/12/2015,72600,0;
66,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PARANATINGA,PARANATINGA,PAGAMENTO DE 04 (QUATRO) PROFISSIONAIS QUE ATENDEM ALUNOS DA EDUCAÇÃO ESPECIAL DA ESCOLA SÍTIO DO PICA-PAU AMARELO DA APAE DE PARANATINGA.,398,2220,0749-2016,20/09/2016,01/03/2017,82500,0;
